x1,x2,label,pred,split
0.42783798139255547,0.6856855607938879,1,0.9999999719885435,train
1.7255816430248427,-0.05837027392887578,-1,-0.9999638132738583,train
-0.17289701031176924,0.2662469290152032,-1,-0.9999756004572604,train
-0.8585430659058378,0.7925407608008395,1,0.99999993633255,train
-0.6878253061737867,0.7795519369258284,1,0.9999986631604907,train
0.033343971633245595,0.14617188253444052,-1,-0.9999998453305837,train
0.15906840417933032,-0.01623962030033052,-1,-0.9999999879277727,train
-0.197050811329248,0.6218798745820464,-1,-0.6913825032562552,train
0.8323217170507766,-0.6216412545989237,-1,-0.9999999974843048,train
-0.16914392971862569,0.3546590571372525,-1,-0.9998569421357487,train
0.8379325384267502,-0.5292717686165027,-1,-0.9999999914503875,train
-0.4880327824005948,1.1604956416789087,1,0.9999980721453197,train
-0.10807461865287712,-0.18972118218508782,-1,-0.9999999786192452,train
1.7763882409926826,0.43993706511070557,-1,-0.9663763042373927,train
0.5753875212414672,-0.7037796747523656,-1,-0.9999999996444372,train
-0.927899183703299,0.6634892342360497,1,0.99999996466974,train
-0.09165459399311732,0.20244038257981922,-1,-0.9999984923801237,train
0.9950020347918693,-0.5612429811467623,-1,-0.9999999269532517,train
0.8983296061712739,0.22075027988002904,1,0.9999975693989179,train
1.9582987156652198,0.0087660052036585,-1,-0.9999992118979155,train
1.6193158222060275,-0.46428384852853155,-1,-0.9999981346274869,train
-0.5169219466732461,1.1881956265424023,1,0.9999988821247208,train
1.169443731959487,-0.38073010120178197,-1,-0.9997811507219246,train
-0.02916294628207805,0.11497941027515662,-1,-0.9999998300389805,train
-0.2911624795160178,0.7886444834236269,1,0.98158544202902,train
-0.5688117399251018,0.5722869709094749,1,0.9997912826205436,train
0.9562991572349702,-0.262388277752743,-1,-0.9992184429332648,train
0.8618382893647822,-0.7028191825048761,-1,-0.999999998393649,train
-0.14803152241835688,0.3715347826902172,-1,-0.9998668495484819,train
1.950662437265691,0.09488585266300353,-1,-0.9999981504754109,train
0.49804969080700773,0.742532038817192,1,0.999999995716665,train
1.1733393453671448,-0.5107601138429079,-1,-0.9999958898704899,train
0.7595379150343637,0.812965725530627,1,0.9999999987388674,train
1.1971960766790173,0.41437209844264666,1,0.9999990282227919,train
0.34024504188255267,0.9351626183811129,1,0.9999999972975676,train
-0.22010053930973333,0.9340657078746469,1,0.999444828623607,train
-0.8263424488648953,0.6653034058335008,1,0.9999998461280578,train
-0.845869585592123,0.5708724203114226,1,0.9999998435169275,train
-0.16778530377910944,0.011493365635791009,-1,-0.999999586290294,train
1.063333200139865,0.1641112730355357,1,0.9999808506331989,train
1.6008382305153932,-0.6062926419038963,-1,-0.9999995018575502,train
1.2843377162288128,-0.29023918886380035,-1,-0.9962512495137432,train
-0.7943899931074814,0.8486666442084343,1,0.9999998612650252,train
0.8540211259076054,0.32992525500510256,1,0.9999997964454036,train
-1.1850418348745009,0.06887095714673935,1,0.9999999882446342,train
1.445930759590774,-0.28689181949680165,-1,-0.9995942833619804,train
0.7983468416518358,0.8075505461326753,1,0.9999999986212869,train
-0.41173135448758397,0.7193681921197683,1,0.995244027382801,train
1.1044241808141688,-0.43793243203107374,-1,-0.9999849548012716,train
0.39547634795191383,-0.05016648275273228,-1,-0.9999999755294968,train
-0.001019127308363399,1.2222796799588127,1,0.9999999866183873,train
-0.07151265296949777,0.11241124103466257,-1,-0.9999997207885885,train
0.5422271350139876,0.8252186654035611,1,0.9999999984794626,train
-0.15018661194436805,1.0408364524099456,1,0.9999872694820987,train
1.7302535497117542,-0.26321745794781437,-1,-0.99999692331656,train
0.8515142031038601,-0.429337274913031,-1,-0.9999999243655525,train
2.128613306877699,0.48229924401909874,-1,-0.9999969422077907,train
0.09179969653931042,-0.0656150423590427,-1,-0.9999999907167915,train
0.38423065390092853,-0.3198254330664246,-1,-0.9999999987543147,train
1.2168838174945493,0.08965801471053617,1,0.9983610828959337,train
0.6527207980741742,-0.378990540342144,-1,-0.9999999952756049,train
-0.50634043758061,0.4789061166078365,1,0.9920797101363373,train
1.1183553378714417,-0.7187194942932935,-1,-0.9999999734289942,train
-0.9471033008936416,0.148093197077049,1,0.9999998214515713,train
1.8002923599598972,-0.273237409482434,-1,-0.9999990552186827,train
-0.7382160616929443,0.5506449274233216,1,0.9999984073463389,train
-0.11400062241068867,1.2240196810951438,1,0.9999999043903136,train
0.20203997257565937,0.1786949873727235,-1,-0.999999688043591,train
1.339095243483825,-0.4160693065700796,-1,-0.9999239383722326,train
0.549946661183649,1.061928571001216,1,0.9999999995319058,train
1.6859809451018666,0.134713681595916,-1,-0.9977744291271765,train
-1.1045461804058025,0.24191104439710776,1,0.9999999850921124,train
0.5593079582139107,0.34167631276345833,1,0.999948344275155,train
1.5668583860367438,-0.20647749610571636,-1,-0.9998410133613737,train
2.0826378346032794,0.36406825848653757,-1,-0.9999978375709283,train
1.9603512627723358,0.5324491412291747,-1,-0.9996306651068488,train
0.5529183381274251,0.8582357678522932,1,0.9999999988253953,train
-0.1058818356626948,1.0597760431695247,1,0.9999966272035021,train
